station_id,tank_id,fuel_type,day,total_qty,txn_count,avg_txn,std_txn,closing_balance,dow,is_weekend,balance_delta,qty_vs_balance_gap,qty_7d_mean,qty_7d_std,gap_7d_mean,gap_7d_std
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-30,1819.0,7,259.85714285714283,394.68428561042236,7728073.06,6,1,427002.96999999974,-425183.96999999974,1494.286142857143,673.63624294556,-349283.30671428563,157459.79598041158
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-01,2507.0,16,156.6875,272.54553509630887,588508.22,0,0,-7139564.84,-7137057.84,1728.7145714285714,703.4279216470005,-1339945.2797142856,2560312.4476690576
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-02,627.001,6,104.50016666666666,86.60833219596522,735693.97,1,0,147185.75,-146558.749,1726.4288571428572,707.5576900593637,-1339411.004,2560602.447246877
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-03,679.001,13,52.23084615384615,23.152161356434068,895086.5,2,0,159392.53000000003,-158713.52900000004,1448.7145714285714,677.8906310160111,-1274496.4011428573,2587700.193462248
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-04,2026.0,9,225.11111111111111,332.1900008223624,1370681.9,3,0,475595.3999999999,-473569.3999999999,1472.7145714285714,697.486696374408,-1280106.3054285713,2585616.8714827816
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-05,579.0,3,193.0,174.6052691072065,1506599.83,4,0,135917.93000000017,-135338.93000000017,1347.286,775.3793320508786,-1250787.876857143,2599173.9274156513
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-06,859.001,10,85.9001,99.08600758987113,1708246.65,5,1,201646.81999999983,-200787.81899999984,1299.429,796.4684810373853,-1239601.4624285712,2604216.559169309
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-07,601.0,7,85.85714285714286,56.70768164140425,1849328.99,6,1,141082.34000000008,-140481.34000000008,1125.429,797.0873322829814,-1198929.6581428573,2621223.414877634
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-08,2924.0,21,139.23809523809524,399.6368973914827,2535726.3,0,0,686397.3099999998,-683473.3099999998,1185.0004285714288,923.1618872117099,-276989.011,215785.46016510893
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-09,2041.001,17,120.05888235294117,217.17514929944286,3014842.88,1,0,479116.5800000001,-477075.5790000001,1387.0004285714288,935.3353085036506,-324205.70099999994,218630.91412193
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-11,1533.001,13,117.92315384615384,117.83213152959465,3374708.49,3,0,359865.61000000034,-358332.60900000035,1509.0004285714288,881.7575074816691,-352722.7124285715,206107.2968663759
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-12,2515.0,19,132.3684210526316,226.97525545293254,3965094.68,4,0,590386.19,-587871.19,1578.8575714285714,946.5344024388579,-369051.5395714286,221248.64495461943
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-13,1973.0,16,123.3125,125.81531549961105,4428248.55,5,1,463153.86999999965,-461180.86999999965,1778.0004285714288,841.9810170070854,-415600.3881428571,196809.73887436782
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-14,1324.0,6,220.66666666666666,409.8236064590065,4739052.25,6,1,310803.7000000002,-309479.7000000002,1844.4288571428572,772.9014042956209,-431127.79971428576,180662.62153259598
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-16,1856.001,18,103.11116666666666,174.03931305184707,5174740.83,1,0,435688.5800000001,-433832.5790000001,2023.7147142857143,549.7384448213271,-473035.1195714286,128499.21140967793
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-17,3124.001,28,111.5714642857143,206.56749897085155,5908087.33,2,0,733346.5,-730222.499,2052.286285714286,606.5855419597234,-479713.5751428572,141786.92215328026
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-18,2390.0,20,119.5,202.59514784442706,6469130.27,3,0,561042.9399999995,-558652.9399999995,2102.143285714286,619.7041324007541,-491367.48385714286,144853.34937121472
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-19,2269.0009999999997,9,252.11122222222218,527.7320410423214,7001768.95,4,0,532638.6800000006,-530369.6790000006,2207.2861428571427,567.2642950834083,-515944.2081428571,132595.71549497687
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-20,516.0,1,516.0,0.0,7122897.88,5,1,121128.9299999997,-120612.9299999997,1921.714714285714,829.2201553555634,-449193.0281428571,193826.82612106338
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-23,255.0,1,255.0,0.0,7182758.11,1,0,59860.23000000045,-59605.23000000045,1676.2861428571427,1039.1741808489771,-391825.07957142865,242902.72558898223
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-24,907.001,12,75.58341666666666,83.40022189032868,7395672.73,2,0,212914.6200000001,-212007.61900000012,1616.714857142857,1074.1004613829857,-377900.4965714286,251066.6259843078
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-25,689.0,3,229.66666666666666,201.44988899062054,7557412.72,3,0,161739.9899999993,-161050.9899999993,1450.0004285714283,1120.341607130143,-338931.6981428571,261875.3023856886
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-30,0.0,3,0.0,109.0,7557412.72,1,0,0.0,0.0,1003.7145714285714,951.9294236545506,-234614.19828571423,222509.6491289896
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-12-31,3300.0,2,1650.0,2333.452377915607,8332074.52,2,0,774661.7999999998,-771361.7999999998,1133.7145714285714,1202.071631650662,-265001.1782857143,280979.40780795476
STATION_01,Petrol Tank 01,PETROL_92,2025-10-01,4211.0,21,200.52380952380952,380.8784863121858,1067025.29,2,0,0.0,4211.0,4211.0,0.0,4211.0,0.0
STATION_01,Petrol Tank 01,PETROL_92,2025-10-02,3947.999,17,232.23523529411764,490.5468313802375,2067409.0,3,0,1000383.71,-996435.711,4079.4995,185.96979055884333,-496112.3555,707564.0749201155
STATION_01,Petrol Tank 01,PETROL_92,2025-10-03,4479.0,18,248.83333333333334,437.85961142101786,3202342.8,4,0,1134933.7999999998,-1130454.7999999998,4212.666333333334,265.5044218093803,-707559.8369999999,620043.2020084228
STATION_01,Petrol Tank 01,PETROL_92,2025-10-04,3559.998,6,593.333,776.5632258952261,4104411.2,5,1,902068.4000000004,-898508.4020000004,4049.49925,391.7767906188209,-755296.97825,515187.07300370844
STATION_01,Petrol Tank 01,PETROL_92,2025-10-05,3920.999,16,245.0624375,598.3930359772991,5097953.39,6,1,993542.1899999995,-989621.1909999995,4023.7992,344.12098613816056,-802161.8208,458306.5104040937
STATION_01,Petrol Tank 01,PETROL_92,2025-10-06,1815.0,10,181.5,292.3044231888696,5557856.24,0,0,459902.85000000056,-458087.85000000056,3655.6659999999997,952.8209276322599,-744816.159,433320.93827404873
STATION_01,Petrol Tank 01,PETROL_92,2025-10-07,3744.998,17,220.294,416.32290061636655,6506801.79,1,0,948945.5499999998,-945200.5519999998,3668.427714285714,870.4576169495972,-773442.5008571428,402751.5384937787
STATION_01,Petrol Tank 01,PETROL_92,2025-10-08,3364.0,17,197.88235294117646,391.3011359605191,7359205.75,2,0,852403.96,-849039.96,3547.427714285714,840.8312677972743,-895335.4951428572,212217.4610301735
STATION_01,Petrol Tank 01,PETROL_92,2025-10-09,3617.0,17,212.76470588235293,404.5696208025828,8275717.37,3,0,916511.6200000001,-912894.6200000001,3500.1421428571425,823.6822603990831,-883401.0535714285,207889.2163094702
STATION_01,Petrol Tank 01,PETROL_92,2025-10-10,3862.0,20,193.1,396.99569408907087,9254309.55,4,0,978592.1800000006,-974730.1800000006,3411.9992857142856,729.0529310922756,-861154.6792857144,184005.7540198073
STATION_01,Petrol Tank 01,PETROL_92,2025-10-11,3600.0,13,276.9230769230769,528.081895867876,10166513.55,5,1,912204.0,-908604.0,3417.7138571428573,730.5615548855618,-862596.9075714286,184386.4973152054
STATION_01,Petrol Tank 01,PETROL_92,2025-10-12,3276.0,7,468.0,600.8159904502098,10996619.19,6,1,830105.6399999987,-826829.6399999987,3325.5711428571426,696.3806474162029,-839340.9717142856,175759.5617758652
STATION_01,Petrol Tank 01,PETROL_92,2025-10-13,3237.0,10,323.7,434.83956541388153,11816842.62,0,0,820223.4299999997,-816986.4299999997,3528.714,240.42551286971755,-890612.1974285713,60681.07056366744
STATION_01,Petrol Tank 01,PETROL_92,2025-10-14,3508.0,23,152.52173913043478,361.66448136412754,12705734.75,1,0,888892.1300000008,-885384.1300000008,3494.8571428571427,220.77622801638523,-882066.9942857142,55721.7113662014
STATION_01,Petrol Tank 01,PETROL_92,2025-10-15,3575.9990000000003,16,223.49993750000002,402.49213525061066,13611857.38,2,0,906122.6300000008,-902546.6310000009,3525.142714285714,214.2789285913063,-889710.8044285716,54081.86756700226
STATION_01,Petrol Tank 01,PETROL_92,2025-10-16,4010.0,15,267.3333333333333,457.1593954725305,14627951.29,3,0,1016093.9099999983,-1012083.9099999983,3581.2855714285715,282.86552728098974,-903880.7029999999,71392.43176658875
STATION_01,Petrol Tank 01,PETROL_92,2025-10-17,3608.0,18,200.44444444444446,359.8678242319503,15542182.42,4,0,914231.1300000008,-910623.1300000008,3544.9998571428573,255.85605914291514,-894722.553,64575.51888035357
STATION_01,Petrol Tank 01,PETROL_92,2025-10-18,3304.0,11,300.3636363636364,459.7190604978811,16379382.97,5,1,837200.5500000007,-833896.5500000007,3502.7141428571426,269.3551812510938,-884050.0601428571,67982.57028538415
STATION_01,Petrol Tank 01,PETROL_92,2025-10-19,2917.001,9,324.11122222222224,404.9332747344857,17118521.61,6,1,739138.6399999987,-736221.6389999987,3451.4285714285716,343.6476869042176,-871106.0599999999,86733.32194531724
STATION_01,Petrol Tank 01,PETROL_92,2025-10-20,2744.998,14,196.07128571428572,335.8720557456889,17814077.16,0,0,695555.5500000007,-692810.5520000007,3381.1425714285715,433.4062920093407,-853366.648857143,109387.35582155886
STATION_01,Petrol Tank 01,PETROL_92,2025-10-21,3333.0,10,333.3,446.2769405756425,18658626.03,1,0,844548.870000001,-841215.870000001,3356.1425714285715,429.90231132970115,-847056.8974285716,108502.99018019687
STATION_01,Petrol Tank 01,PETROL_92,2025-10-22,3999.9990000000003,15,266.6666,377.04862930695975,19672186.04,2,0,1013560.0099999979,-1009560.010999998,3416.7140000000004,491.4990589061864,-862344.5231428569,124049.42842605287
STATION_01,Petrol Tank 01,PETROL_92,2025-10-23,3870.0009999999997,17,227.64711764705882,349.9935012383948,20652805.33,3,0,980619.2899999991,-976749.2889999991,3396.7141428571435,465.49414890824323,-857296.720142857,117486.00514215138
STATION_01,Petrol Tank 01,PETROL_92,2025-10-24,2767.0,14,197.64285714285714,304.73912232643465,21353935.46,4,0,701130.1300000027,-698363.1300000027,3276.571285714286,508.42352119655624,-826973.8630000001,128320.96402892224
STATION_01,Petrol Tank 01,PETROL_92,2025-10-25,3417.9990000000003,9,379.7776666666667,639.7929228215173,22220022.49,5,1,866087.0299999975,-862669.0309999975,3292.8568571428577,511.2663667435432,-831084.2174285712,129038.47952220848
STATION_01,Petrol Tank 01,PETROL_92,2025-10-26,2796.0,7,399.42857142857144,520.1035787981266,22928500.92,6,1,708478.4300000034,-705682.4300000034,3275.5710000000004,527.8679272507475,-826721.4732857147,133228.52543242564
STATION_01,Petrol Tank 01,PETROL_92,2025-10-27,3288.0,15,219.2,380.9915379221509,23761647.24,0,0,833146.3199999966,-829858.3199999966,3353.1427142857146,474.0591502178165,-846299.7258571426,119647.80892607041
STATION_01,Petrol Tank 01,PETROL_92,2025-10-28,2692.001,16,168.2500625,323.48449165783694,24443773.12,1,0,682125.8800000027,-679433.8790000026,3261.571428571429,536.4074947105227,-823188.0128571428,135383.95731971014
STATION_01,Petrol Tank 01,PETROL_92,2025-10-29,2778.0,16,173.625,312.90163725703536,25147690.55,2,0,703917.4299999997,-701139.4299999997,3087.0001428571427,447.51873592116436,-779127.9298571431,112949.24662961022
STATION_01,Petrol Tank 01,PETROL_92,2025-10-30,3777.0,15,251.8,445.1156993347749,26104744.57,3,0,957054.0199999996,-953277.0199999996,3073.714285714286,420.99326530112745,-775774.7485714288,106254.56156494345
STATION_01,Petrol Tank 01,PETROL_92,2025-10-31,3250.0,22,147.72727272727272,345.2902560928761,26928262.07,4,0,823517.5,-820267.5,3142.714285714286,401.4739461396036,-793189.6585714285,101328.08407003968
STATION_01,Petrol Tank 01,PETROL_92,2025-11-01,4282.001,15,285.46673333333337,449.75352556602235,1066873.15,5,1,-25861388.92,-25857106.919000003,3266.1431428571427,589.1572711046488,-4363823.642571429,9478139.198565245
STATION_01,Petrol Tank 01,PETROL_92,2025-11-02,2746.0,8,343.25,517.7223838023618,1751047.29,6,1,684174.1400000001,-681428.1400000001,3259.000285714286,596.0697543075294,-4360358.744000001,9479703.68270957
STATION_01,Petrol Tank 01,PETROL_92,2025-11-03,3215.0020000000004,13,247.30784615384619,392.3929750723642,2552074.18,0,0,801026.8900000001,-797811.8880000002,3248.572,596.1163943557224,-4355780.682285716,9481700.371581145
STATION_01,Petrol Tank 01,PETROL_92,2025-11-04,3207.0,10,320.7,467.29944778648684,3351107.86,1,0,799033.6799999997,-795826.6799999997,3322.1432857142854,545.6183568957075,-4372408.225285715,9474278.010950752
STATION_01,Petrol Tank 01,PETROL_92,2025-11-05,2561.0,6,426.8333333333333,455.4558681306749,3989188.69,2,0,638080.8300000001,-635519.8300000001,3291.1432857142854,586.3327460139323,-4363033.9967142865,9478547.42872172
STATION_01,Petrol Tank 01,PETROL_92,2025-11-06,2865.0,17,168.52941176470588,312.9042651081675,4703012.03,3,0,713823.3400000003,-710958.3400000003,3160.857571428571,561.1650553392941,-4328417.042428573,9493506.498115856
STATION_01,Petrol Tank 01,PETROL_92,2025-11-07,3564.001,18,198.00005555555558,420.81527514316815,5590993.31,4,0,887981.2799999993,-884417.2789999993,3205.7148571428575,581.6542980816097,-4337581.296571429,9489585.757135592
STATION_01,Petrol Tank 01,PETROL_92,2025-11-08,3169.001,12,264.08341666666666,505.71832954529475,6380559.18,5,1,789565.8700000001,-786396.8690000001,3046.7148571428575,340.5680012520414,-756051.2894285719,84512.85109095775
STATION_01,Petrol Tank 01,PETROL_92,2025-11-09,2913.0,8,364.125,568.0147588266146,7106341.87,6,1,725782.6900000004,-722869.6900000004,3070.572,321.2956778726841,-761971.5108571434,79730.37162293764
STATION_01,Petrol Tank 01,PETROL_92,2025-11-10,3144.0009999999997,16,196.50006249999998,403.8259804059943,7889678.89,0,0,783337.0199999996,-780193.0189999995,3060.429,317.0691579965916,-759454.529571429,78681.5706042399
STATION_01,Petrol Tank 01,PETROL_92,2025-11-11,3450.999,14,246.49992857142857,469.2980551801995,8749505.89,1,0,859827.0000000009,-856376.001000001,3095.2859999999996,347.79158017218793,-768104.4325714292,86305.49408951806
STATION_01,Petrol Tank 01,PETROL_92,2025-11-12,3033.0,11,275.72727272727275,464.54399740866114,9505186.93,2,0,755681.0399999991,-752648.0399999991,3162.7145714285716,262.1531453551904,-784837.0340000006,65054.07166163332
STATION_01,Petrol Tank 01,PETROL_92,2025-11-13,4051.0,25,162.04,339.6066597756881,10514505.73,3,0,1009318.8000000007,-1005267.8000000007,3332.1431428571427,389.8333790597502,-826881.2425714291,96738.34666249517
STATION_01,Petrol Tank 01,PETROL_92,2025-11-14,1721.0,8,215.125,290.2747116887725,10943298.04,4,0,428792.30999999866,-427071.30999999866,3068.8572857142854,703.3975219641017,-761546.1041428576,174550.21760248818
STATION_01,Petrol Tank 01,PETROL_92,2025-11-15,3261.0,11,296.45454545454544,456.1084672288739,11755785.98,5,1,812487.9400000013,-809226.9400000013,3082.0,706.4334582962035,-764807.5428571434,175303.60022310697
STATION_01,Petrol Tank 01,PETROL_92,2025-11-16,2613.0,9,290.3333333333333,464.8190747589324,12406822.77,6,1,651036.7899999991,-648423.7899999991,3039.1428571428573,727.1900534643449,-754172.4142857147,180454.41077819216
STATION_01,Petrol Tank 01,PETROL_92,2025-11-17,3367.999,15,224.53326666666666,377.37323908934104,13245970.07,0,0,839147.3000000007,-835779.3010000008,3071.1425714285715,737.4297145848,-762113.3117142863,182995.43406941913
STATION_01,Petrol Tank 01,PETROL_92,2025-11-18,3179.999,14,227.1427857142857,367.0840186440615,14038276.6,1,0,792306.5299999993,-789126.5309999994,3032.4282857142857,721.0967050266134,-752506.244571429,178942.33828840038
STATION_01,Petrol Tank 01,PETROL_92,2025-11-19,2922.0,15,194.8,440.531442598758,14766301.66,2,0,728025.0600000005,-725103.0600000005,3016.5711428571426,722.3014934421846,-748571.247428572,179241.31201345765
STATION_01,Petrol Tank 01,PETROL_92,2025-11-20,3270.0,15,218.0,503.1373365766335,15581031.97,3,0,814730.3100000005,-811460.3100000005,2904.999714285714,582.7181314039453,-720884.4631428578,144603.3053531309
STATION_01,Petrol Tank 01,PETROL_92,2025-11-21,3448.999,12,287.41658333333334,509.7313366565957,16440360.67,4,0,859328.6999999993,-855879.7009999993,3151.856714285714,290.07866010429854,-782142.8047142865,71983.96802308338
STATION_01,Petrol Tank 01,PETROL_92,2025-11-22,1208.001,10,120.8001,170.5660135258487,16741337.49,5,1,300976.8200000003,-299768.8190000003,2858.5711428571426,782.0295785726249,-709363.0731428576,194063.14965775784
STATION_01,Petrol Tank 01,PETROL_92,2025-11-23,2927.0,9,325.22222222222223,479.6632739734662,17470608.32,6,1,729270.8300000001,-726343.8300000001,2903.4282857142857,774.5658730329133,-720494.5074285722,192211.00575461838
STATION_01,Petrol Tank 01,PETROL_92,2025-11-24,3980.0,18,221.11111111111111,330.28427206180845,18462237.26,0,0,991628.9400000013,-987648.9400000013,2990.857,865.0036605760699,-742190.1701428579,214653.3714110119
STATION_01,Petrol Tank 01,PETROL_92,2025-11-25,2800.002,15,186.6668,304.8374849086922,19159865.66,1,0,697628.3999999985,-694828.3979999985,2936.5717142857143,863.076926467685,-728719.0082857149,214175.25114814026
STATION_01,Petrol Tank 01,PETROL_92,2025-11-26,3343.0,14,238.78571428571428,383.0533881449121,19992784.14,2,0,832918.4800000004,-829575.4800000004,2996.7145714285716,876.4570877230402,-743643.6397142863,217495.58220337582
STATION_01,Petrol Tank 01,PETROL_92,2025-11-27,3617.999,9,401.99988888888885,638.6628846074516,20894219.7,3,0,901435.5599999987,-897817.5609999987,3046.4287142857142,903.979268146808,-755980.3898571432,224325.3214549773
STATION_01,Petrol Tank 01,PETROL_92,2025-11-28,2776.001,12,231.3334166666667,340.1928805437127,21585868.43,4,0,691648.7300000004,-688872.7290000004,2950.2861428571427,889.7036640424029,-732122.2510000004,220782.7700576921
STATION_01,Petrol Tank 01,PETROL_92,2025-11-29,2627.0,6,437.8333333333333,606.1806958327415,22240393.36,5,1,654524.9299999997,-651897.9299999997,3153.000285714286,505.0974994997551,-782426.4097142861,125341.5880412103
STATION_01,Petrol Tank 01,PETROL_92,2025-11-30,1554.744,6,259.12399999999997,307.94368102041,22627762.39,6,1,387369.0300000012,-385814.2860000012,2956.963714285714,792.1569255651973,-733779.3320000005,196576.20909582893
STATION_01,Petrol Tank 01,PETROL_92,2025-12-01,2855.0,6,475.8333333333333,738.2953117295724,711331.81,0,0,-21916430.580000002,-21913575.580000002,2796.2494285714283,651.6728926437097,-3723197.4234285722,8022830.224711858
STATION_01,Petrol Tank 01,PETROL_92,2025-12-02,657.0,7,93.85714285714286,150.08567665662233,875025.34,1,0,163693.5299999999,-163036.5299999999,2490.1062857142856,1038.297807508475,-3647227.1565714297,8058723.587414441
STATION_01,Petrol Tank 01,PETROL_92,2025-12-03,97.0,4,24.25,39.21203046685205,899193.18,2,0,24167.840000000084,-24070.840000000084,2026.392,1288.583683603178,-3532155.0651428583,8111242.863769857
STATION_01,Petrol Tank 01,PETROL_92,2025-12-04,1661.0,7,237.28571428571428,378.352713127453,1313036.32,3,0,413843.14,-412182.14,1746.8207142857143,1081.3467839175867,-3462778.5764285726,8139557.420993798
STATION_01,Petrol Tank 01,PETROL_92,2025-12-05,3271.0,12,272.5833333333333,386.445338698604,2128015.78,4,0,814979.4599999997,-811708.4599999997,1817.5348571428572,1172.2323580126135,-3480326.538000001,8132710.02037519
STATION_01,Petrol Tank 01,PETROL_92,2025-12-06,3776.0,8,472.0,659.0639734068743,3068817.51,5,1,940801.73,-937025.73,1981.6777142857143,1368.486022487347,-3521059.0808571437,8116881.485338171
STATION_01,Petrol Tank 01,PETROL_92,2025-12-07,3547.0,13,272.84615384615387,624.7278260969393,3952563.19,6,1,883745.6800000002,-880198.6800000002,2266.285714285714,1468.4160076179273,-3591685.4228571435,8087150.893588339
STATION_01,Petrol Tank 01,PETROL_92,2025-12-08,2965.0,11,269.54545454545456,516.917335359023,4691301.84,0,0,738738.6499999999,-735773.6499999999,2282.0,1476.3334085948657,-566285.1471428577,366356.56126490806
STATION_01,Petrol Tank 01,PETROL_92,2025-12-09,3015.001,8,376.875125,554.6071523649968,5442498.14,1,0,751196.2999999998,-748181.2989999998,2618.857285714286,1302.5435149115895,-649877.2570000004,323230.066905736
STATION_01,Petrol Tank 01,PETROL_92,2025-12-10,3683.0,19,193.8421052631579,464.24387782882377,6360128.64,2,0,917630.5,-913947.5,3131.143,720.5665161128418,-777002.4941428576,178810.74593017192
STATION_01,Petrol Tank 01,PETROL_92,2025-12-11,3330.0,8,416.25,521.01291724678,7189808.12,3,0,829679.4800000004,-826349.4800000004,3369.5715714285716,315.0616355423437,-836169.2570000004,78183.53469874433
STATION_01,Petrol Tank 01,PETROL_92,2025-12-12,3155.001,13,242.69238461538464,559.9596270120045,7975885.84,4,0,786077.7199999997,-782922.7189999997,3353.000285714286,324.03315879742263,-832057.0082857147,80409.86639361264
STATION_01,Petrol Tank 01,PETROL_92,2025-12-13,4237.999,16,264.8749375,501.8192844966494,9031796.25,5,1,1055910.4100000001,-1051672.411,3419.0001428571427,447.9187102594326,-848435.1055714291,111152.50616214663
STATION_01,Petrol Tank 01,PETROL_92,2025-12-14,2967.001,12,247.25008333333335,408.3160416434261,9771033.2,6,1,739236.9499999993,-736269.9489999992,3336.1431428571427,473.2246313987405,-827873.8582857148,117432.26502638312
STATION_01,Petrol Tank 01,PETROL_92,2025-12-15,4510.0,16,281.875,621.4246934018635,10894713.23,0,0,1123680.0300000012,-1119170.0300000012,3556.8574285714285,611.3970924199884,-882644.7697142863,151720.17188092927
STATION_01,Petrol Tank 01,PETROL_92,2025-12-16,2255.0,15,150.33333333333334,226.1544404717609,11456553.23,1,0,561840.0,-559585.0,3448.2858571428574,770.4488194123,-855702.4412857149,191189.2734773219
STATION_01,Petrol Tank 01,PETROL_92,2025-12-17,2379.0,11,216.27272727272728,380.19491520536957,12049288.22,2,0,592734.9900000002,-590355.9900000002,3262.0001428571427,857.0213186771616,-809475.0827142864,212672.47954643331
STATION_01,Petrol Tank 01,PETROL_92,2025-12-18,1472.0,7,210.28571428571428,247.42157669499662,12416041.43,3,0,366753.20999999903,-365281.20999999903,2996.5715714285716,1088.8237911576655,-743608.1870000005,270194.93486323056
STATION_01,Petrol Tank 01,PETROL_92,2025-12-19,3071.001,13,236.23084615384616,528.7859214180861,13181190.29,4,0,765148.8599999994,-762077.8589999994,2984.5715714285716,1087.24846479126,-740630.3498571432,269804.0155104983
STATION_01,Petrol Tank 01,PETROL_92,2025-12-20,2072.999,4,518.24975,776.204840357825,13697684.46,5,1,516494.1700000018,-514421.1710000018,2675.2858571428574,973.2194004096971,-663880.1727142864,241507.26064742546
STATION_01,Petrol Tank 01,PETROL_92,2025-12-21,1130.999,8,141.374875,193.7187722538876,13979476.5,6,1,281792.0399999991,-280661.0409999991,2412.9998571428573,1118.1161657003615,-598793.1858571435,277463.79759850475
STATION_01,Petrol Tank 01,PETROL_92,2025-12-22,3148.0,21,149.9047619047619,386.70298572430295,14763810.17,0,0,784333.6699999999,-781185.6699999999,2218.4284285714284,750.4345280286761,-550509.7058571434,186222.4705077474
STATION_01,Petrol Tank 01,PETROL_92,2025-12-23,4002.0,16,250.125,576.4029028897525,15760920.48,1,0,997110.3100000005,-993108.3100000005,2467.9998571428573,1010.1733077384022,-612441.6072857148,250677.4460189733
STATION_01,Petrol Tank 01,PETROL_92,2025-12-24,3374.999,15,224.99993333333333,502.5962478331129,16601811.86,2,0,840891.379999999,-837516.380999999,2610.2854285714284,1064.245495935792,-647750.234571429,264095.650854511
STATION_01,Petrol Tank 01,PETROL_92,2025-12-25,3020.0,8,377.5,686.702519882622,17354253.92,3,0,752442.0600000024,-749422.0600000024,2831.4282857142857,942.1211903645436,-702627.4988571437,233790.1081799873
STATION_01,Petrol Tank 01,PETROL_92,2025-12-26,3629.999,10,362.99989999999997,720.8317012706688,18258679.31,4,0,904425.3899999969,-900795.3909999969,2911.2851428571425,988.3685463815993,-722444.2891428577,245266.56247556847
STATION_01,Petrol Tank 01,PETROL_92,2025-12-27,2898.0,13,222.92307692307693,347.62318423005615,18980724.71,5,1,722045.4000000022,-719147.4000000022,3029.1424285714284,918.4638225502503,-751690.8932857149,227919.51241261046
STATION_01,Petrol Tank 01,PETROL_92,2025-12-28,3036.0,13,233.53846153846155,519.7274365752712,19737153.22,6,1,756428.5099999979,-753392.5099999979,3301.2854285714284,395.8367979600723,-819223.9602857147,98228.12955612288
STATION_01,Petrol Tank 01,PETROL_92,2025-12-29,3135.0,17,184.41176470588235,364.4901150610139,20518247.87,0,0,781094.6500000022,-777959.6500000022,3299.4282857142857,396.7053696807856,-818763.1002857151,98443.67056722067
STATION_01,Petrol Tank 01,PETROL_92,2025-12-30,2698.0,10,269.8,391.75761692715616,21190462.66,1,0,672214.7899999991,-669516.7899999991,3113.1425714285715,308.0701488610734,-772535.7402857149,76448.63738057423
STATION_01,Petrol Tank 01,PETROL_92,2025-12-31,3725.0,18,206.94444444444446,422.90018418899393,22118557.59,2,0,928094.9299999997,-924369.9299999997,3163.142714285714,378.09697244433136,-784943.3901428578,93825.95058386178
STATION_01,Petrol Tank 02,PETROL_92,2025-10-01,3311.4300000000003,15,220.76200000000003,477.78439922745787,839083.25,2,0,0.0,3311.4300000000003,3311.4300000000003,0.0,3311.4300000000003,0.0
STATION_01,Petrol Tank 02,PETROL_92,2025-10-02,3453.74,11,313.9763636363636,509.79858424132027,1714226.43,3,0,875143.1799999999,-871689.44,3382.585,100.62836603065722,-434189.00499999995,618719.0487211287
STATION_01,Petrol Tank 02,PETROL_92,2025-10-03,4085.64,12,340.46999999999997,501.5890765375759,2749486.75,4,0,1035260.3200000001,-1031174.68,3616.9366666666665,412.09846521593994,-633184.23,556959.540131589
STATION_01,Petrol Tank 02,PETROL_92,2025-10-04,3163.589,12,263.63241666666664,389.534586532665,3551108.82,5,1,801622.0699999998,-798458.4809999998,3503.59975,405.70653195824104,-674502.7927499999,462202.89275738725
STATION_01,Petrol Tank 02,PETROL_92,2025-10-05,2795.56,6,465.9266666666667,432.7200712588528,4259475.76,6,1,708366.94,-705571.3799999999,3361.9918,472.9824521810507,-680716.5101999999,400520.520045746
STATION_01,Petrol Tank 02,PETROL_92,2025-10-06,3960.471,9,440.0523333333333,536.5280370714563,5263019.25,0,0,1003543.4900000002,-999583.0190000002,3461.7383333333332,488.5346922472002,-733860.9283333333,381155.25006820424
STATION_01,Petrol Tank 02,PETROL_92,2025-10-07,4190.871,15,279.39140000000003,514.7535825392296,6324943.81,1,0,1061924.5599999996,-1057733.6889999995,3565.900142857143,524.2482546947355,-780128.4655714285,368850.7813375834
STATION_01,Petrol Tank 02,PETROL_92,2025-10-08,3846.6389999999997,13,295.89530769230765,441.1643230753866,7299643.92,2,0,974700.1100000003,-970853.4710000004,3642.3585714285714,519.9608011683372,-919294.8799999999,131232.81776325256
