Site,Type,Date,Number,Class,Site.1,Item,Qty,Amount,Balance,station_id,tank_id,date,fuel_type,qty,amount,balance
,Invoice,2025-12-17,CR/INV/2526/10335,Unclassified,Diesel Tank 02,Lanka Auto Diesel,57.007,"13,382.20","5,345,983.20",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,57.007,13382.2,5345983.2
,Invoice,2025-12-17,CR/INV/2526/10336,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.0,"9,389.83","5,355,373.03",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,40.0,9389.83,5355373.03
,Invoice,2025-12-17,CR/INV/2526/10337,Unclassified,Diesel Tank 02,Lanka Auto Diesel,15.0,"3,521.19","5,358,894.22",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,15.0,3521.19,5358894.22
,Invoice,2025-12-17,CR/INV/2526/10338,Unclassified,Diesel Tank 02,Lanka Auto Diesel,26.0,"6,103.39","5,364,997.61",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,26.0,6103.39,5364997.61
,Invoice,2025-12-17,CR/INV/2526/10339,Unclassified,Diesel Tank 02,Lanka Auto Diesel,36.89,"8,659.77","5,373,657.38",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,36.89,8659.77,5373657.38
,Invoice,2025-12-17,CR/INV/2526/10340,Unclassified,Diesel Tank 02,Lanka Auto Diesel,46.0,"10,798.31","5,384,455.68",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,46.0,10798.31,5384455.68
,Invoice,2025-12-17,CR/INV/2526/10342,Unclassified,Diesel Tank 02,Lanka Auto Diesel,178.7,"41,949.15","5,426,404.84",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,178.7,41949.15,5426404.84
,Invoice,2025-12-17,CR/INV/2526/10343,Unclassified,Diesel Tank 02,Lanka Auto Diesel,152.0,"35,681.36","5,462,086.19",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,152.0,35681.36,5462086.19
,Invoice,2025-12-17,CR/INV/2526/10344,Unclassified,Diesel Tank 02,Lanka Auto Diesel,25.0,"5,868.64","5,467,954.84",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,25.0,5868.64,5467954.84
,Invoice,2025-12-17,CR/INV/2526/10345,Unclassified,Diesel Tank 02,Lanka Auto Diesel,60.0,"14,084.75","5,482,039.58",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,60.0,14084.75,5482039.58
,Invoice,2025-12-17,CR/INV/2526/10346,Unclassified,Diesel Tank 02,Lanka Auto Diesel,28.0,"6,572.88","5,488,612.46",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,28.0,6572.88,5488612.46
,Invoice,2025-12-17,CR/INV/2526/10347,Unclassified,Diesel Tank 02,Lanka Auto Diesel,32.0,"7,511.86","5,496,124.33",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,32.0,7511.86,5496124.33
,Invoice,2025-12-17,CR/INV/2526/10348,Unclassified,Diesel Tank 02,Lanka Auto Diesel,200.0,"46,949.15","5,543,073.48",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,200.0,46949.15,5543073.48
,Invoice,2025-12-17,CR/INV/2526/10349,Unclassified,Diesel Tank 02,Lanka Auto Diesel,50.0,"11,737.29","5,554,810.77",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,50.0,11737.29,5554810.77
,Invoice,2025-12-17,CR/INV/2526/10350,Unclassified,Diesel Tank 02,Lanka Auto Diesel,20.0,"4,694.92","5,559,505.68",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,20.0,4694.92,5559505.68
,Invoice,2025-12-17,CR/INV/2526/10351,Unclassified,Diesel Tank 02,Lanka Auto Diesel,35.0,"8,216.10","5,567,721.78",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,35.0,8216.1,5567721.78
,Cash Sales,2025-12-17,CASH/INV/2425/03161,Unclassified,Diesel Tank 02,Lanka Auto Diesel,363.631,"85,360.86","5,653,082.65",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,363.631,85360.86,5653082.65
,Cash Sales,2025-12-17,CASH/INV/2425/03163,Unclassified,Diesel Tank 02,Lanka Auto Diesel,1086.3,"255,004.68","5,908,087.33",STATION_01,Diesel Tank 02,2025-12-17,DIESEL_AUTO,1086.3,255004.68,5908087.33
,Invoice,2025-12-18,CR/INV/2526/10386,Unclassified,Diesel Tank 02,Lanka Auto Diesel,355.27,"83,398.31","5,991,485.63",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,355.27,83398.31,5991485.63
,Invoice,2025-12-18,CR/INV/2526/10387,Unclassified,Diesel Tank 02,Lanka Auto Diesel,60.0,"14,084.75","6,005,570.38",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,60.0,14084.75,6005570.38
,Invoice,2025-12-18,CR/INV/2526/10388,Unclassified,Diesel Tank 02,Lanka Auto Diesel,50.0,"11,737.29","6,017,307.67",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,50.0,11737.29,6017307.67
,Invoice,2025-12-18,CR/INV/2526/10389,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.0,"9,389.83","6,026,697.50",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,40.0,9389.83,6026697.5
,Invoice,2025-12-18,CR/INV/2526/10390,Unclassified,Diesel Tank 02,Lanka Auto Diesel,60.0,"14,084.75","6,040,782.24",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,60.0,14084.75,6040782.24
,Invoice,2025-12-18,CR/INV/2526/10391,Unclassified,Diesel Tank 02,Lanka Auto Diesel,50.0,"11,737.29","6,052,519.53",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,50.0,11737.29,6052519.53
,Invoice,2025-12-18,CR/INV/2526/10392,Unclassified,Diesel Tank 02,Lanka Auto Diesel,30.0,"7,042.37","6,059,561.90",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,30.0,7042.37,6059561.9
,Invoice,2025-12-18,CR/INV/2526/10393,Unclassified,Diesel Tank 02,Lanka Auto Diesel,46.0,"10,798.31","6,070,360.21",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,46.0,10798.31,6070360.21
,Invoice,2025-12-18,CR/INV/2526/10445,Unclassified,Diesel Tank 02,Lanka Auto Diesel,262.234,"61,558.48","6,131,918.68",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,262.234,61558.48,6131918.68
,Invoice,2025-12-18,CR/INV/2526/10446,Unclassified,Diesel Tank 02,Lanka Auto Diesel,30.0,"7,042.37","6,138,961.06",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,30.0,7042.37,6138961.06
,Invoice,2025-12-18,CR/INV/2526/10447,Unclassified,Diesel Tank 02,Lanka Auto Diesel,20.0,"4,694.92","6,143,655.97",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,20.0,4694.92,6143655.97
,Invoice,2025-12-18,CR/INV/2526/10448,Unclassified,Diesel Tank 02,Lanka Auto Diesel,30.0,"7,042.37","6,150,698.34",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,30.0,7042.37,6150698.34
,Invoice,2025-12-18,CR/INV/2526/10449,Unclassified,Diesel Tank 02,Lanka Auto Diesel,15.0,"3,521.19","6,154,219.53",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,15.0,3521.19,6154219.53
,Invoice,2025-12-18,CR/INV/2526/10450,Unclassified,Diesel Tank 02,Lanka Auto Diesel,8.42,"1,976.56","6,156,196.09",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,8.42,1976.56,6156196.09
,Invoice,2025-12-18,CR/INV/2526/10451,Unclassified,Diesel Tank 02,Lanka Auto Diesel,7.0,"1,643.22","6,157,839.31",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,7.0,1643.22,6157839.31
,Invoice,2025-12-18,CR/INV/2526/10452,Unclassified,Diesel Tank 02,Lanka Auto Diesel,45.0,"10,563.56","6,168,402.87",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,45.0,10563.56,6168402.87
,Invoice,2025-12-18,CR/INV/2526/10453,Unclassified,Diesel Tank 02,Lanka Auto Diesel,35.0,"8,216.10","6,176,618.97",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,35.0,8216.1,6176618.97
,Invoice,2025-12-18,CR/INV/2526/10454,Unclassified,Diesel Tank 02,Lanka Auto Diesel,66.0,"15,493.22","6,192,112.19",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,66.0,15493.22,6192112.19
,Cash Sales,2025-12-18,CASH/INV/2425/03176,Unclassified,Diesel Tank 02,Lanka Auto Diesel,318.73,"74,820.58","6,266,932.77",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,318.73,74820.58,6266932.77
,Cash Sales,2025-12-18,CASH/INV/2425/03194,Unclassified,Diesel Tank 02,Lanka Auto Diesel,861.346,"202,197.50","6,469,130.27",STATION_01,Diesel Tank 02,2025-12-18,DIESEL_AUTO,861.346,202197.5,6469130.27
,Invoice,2025-12-19,CR/INV/2526/10466,Unclassified,Diesel Tank 02,Lanka Auto Diesel,310.505,"72,889.83","6,542,020.10",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,310.505,72889.83,6542020.1
,Invoice,2025-12-19,CR/INV/2526/10467,Unclassified,Diesel Tank 02,Lanka Auto Diesel,52.5,"12,324.15","6,554,344.25",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,52.5,12324.15,6554344.25
,Invoice,2025-12-19,CR/INV/2526/10468,Unclassified,Diesel Tank 02,Lanka Auto Diesel,54.0,"12,676.27","6,567,020.52",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,54.0,12676.27,6567020.52
,Invoice,2025-12-19,CR/INV/2526/10469,Unclassified,Diesel Tank 02,Lanka Auto Diesel,80.0,"18,779.66","6,585,800.18",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,80.0,18779.66,6585800.18
,Invoice,2025-12-19,CR/INV/2526/10470,Unclassified,Diesel Tank 02,Lanka Auto Diesel,29.0,"6,807.63","6,592,607.81",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,29.0,6807.63,6592607.81
,Invoice,2025-12-19,CR/INV/2526/10471,Unclassified,Diesel Tank 02,Lanka Auto Diesel,34.0,"7,981.36","6,600,589.17",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,34.0,7981.36,6600589.17
,Invoice,2025-12-19,CR/INV/2526/10472,Unclassified,Diesel Tank 02,Lanka Auto Diesel,25.0,"5,868.64","6,606,457.81",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,25.0,5868.64,6606457.81
,Invoice,2025-12-19,CR/INV/2526/10473,Unclassified,Diesel Tank 02,Lanka Auto Diesel,44.809,"10,518.64","6,616,976.45",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,44.809,10518.64,6616976.45
,Cash Sales,2025-12-19,CASH/INV/2425/03201,Unclassified,Diesel Tank 02,Lanka Auto Diesel,1639.187,"384,792.49","7,001,768.95",STATION_01,Diesel Tank 02,2025-12-19,DIESEL_AUTO,1639.187,384792.49,7001768.95
,Cash Sales,2025-12-20,CASH/INV/2425/03219,Unclassified,Diesel Tank 02,Lanka Auto Diesel,516.0,"121,128.93","7,122,897.88",STATION_01,Diesel Tank 02,2025-12-20,DIESEL_AUTO,516.0,121128.93,7122897.88
,Cash Sales,2025-12-23,CASH/INV/2425/03245,Unclassified,Diesel Tank 02,Lanka Auto Diesel,255.0,"59,860.23","7,182,758.11",STATION_01,Diesel Tank 02,2025-12-23,DIESEL_AUTO,255.0,59860.23,7182758.11
,Invoice,2025-12-24,CR/INV/2526/10619,Unclassified,Diesel Tank 02,Lanka Auto Diesel,312.029,"73,247.46","7,256,005.56",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,312.029,73247.46,7256005.56
,Invoice,2025-12-24,CR/INV/2526/10620,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.0,"9,389.83","7,265,395.40",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,40.0,9389.83,7265395.4
,Invoice,2025-12-24,CR/INV/2526/10621,Unclassified,Diesel Tank 02,Lanka Auto Diesel,30.0,"7,042.37","7,272,437.77",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,30.0,7042.37,7272437.77
,Invoice,2025-12-24,CR/INV/2526/10622,Unclassified,Diesel Tank 02,Lanka Auto Diesel,33.0,"7,746.61","7,280,184.38",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,33.0,7746.61,7280184.38
,Invoice,2025-12-24,CR/INV/2526/10623,Unclassified,Diesel Tank 02,Lanka Auto Diesel,60.0,"14,084.75","7,294,269.12",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,60.0,14084.75,7294269.12
,Invoice,2025-12-24,CR/INV/2526/10624,Unclassified,Diesel Tank 02,Lanka Auto Diesel,52.0,"12,206.78","7,306,475.90",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,52.0,12206.78,7306475.9
,Invoice,2025-12-24,CR/INV/2526/10625,Unclassified,Diesel Tank 02,Lanka Auto Diesel,25.0,"5,868.64","7,312,344.55",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,25.0,5868.64,7312344.55
,Invoice,2025-12-24,CR/INV/2526/10626,Unclassified,Diesel Tank 02,Lanka Auto Diesel,35.0,"8,216.10","7,320,560.65",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,35.0,8216.1,7320560.65
,Invoice,2025-12-24,CR/INV/2526/10627,Unclassified,Diesel Tank 02,Lanka Auto Diesel,38.0,"8,920.34","7,329,480.99",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,38.0,8920.34,7329480.99
,Invoice,2025-12-24,CR/INV/2526/10628,Unclassified,Diesel Tank 02,Lanka Auto Diesel,47.0,"11,033.05","7,340,514.04",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,47.0,11033.05,7340514.04
,Invoice,2025-12-24,CR/INV/2526/10629,Unclassified,Diesel Tank 02,Lanka Auto Diesel,69.0,"16,197.46","7,356,711.50",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,69.0,16197.46,7356711.5
,Cash Sales,2025-12-24,CASH/INV/2425/03255,Unclassified,Diesel Tank 02,Lanka Auto Diesel,165.972,"38,961.23","7,395,672.73",STATION_01,Diesel Tank 02,2025-12-24,DIESEL_AUTO,165.972,38961.23,7395672.73
,Invoice,2025-12-25,CR/INV/2526/10680,Unclassified,Diesel Tank 02,Lanka Auto Diesel,260.859,"61,235.59","7,456,908.32",STATION_01,Diesel Tank 02,2025-12-25,DIESEL_AUTO,260.859,61235.59,7456908.32
,Invoice,2025-12-25,CR/INV/2526/10681,Unclassified,Diesel Tank 02,Lanka Auto Diesel,14.44,"3,389.83","7,460,298.15",STATION_01,Diesel Tank 02,2025-12-25,DIESEL_AUTO,14.44,3389.83,7460298.15
,Cash Sales,2025-12-25,CASH/INV/2425/03275,Unclassified,Diesel Tank 02,Lanka Auto Diesel,413.701,"97,114.57","7,557,412.72",STATION_01,Diesel Tank 02,2025-12-25,DIESEL_AUTO,413.701,97114.57,7557412.72
,Invoice,2025-12-30,CR/INV/2526/10852,Unclassified,Diesel Tank 02,Lanka Auto Diesel,109.0,"25,587.31","7,583,000.03",STATION_01,Diesel Tank 02,2025-12-30,DIESEL_AUTO,109.0,25587.31,7583000.03
,Credit Memo,2025-12-30,CRN/2526/00027,Unclassified,Diesel Tank 02,Lanka Auto Diesel,-109.0,"-25,587.31","7,557,412.72",STATION_01,Diesel Tank 02,2025-12-30,DIESEL_AUTO,-109.0,-25587.31,7557412.72
,Cash Sales,2025-12-30,CASH/INV/2425/03329,Unclassified,Diesel Tank 02,Lanka Auto Diesel,0.0,0,"7,557,412.72",STATION_01,Diesel Tank 02,2025-12-30,DIESEL_AUTO,0.0,0.0,7557412.72
,Invoice,2025-12-31,CR/INV/2526/10917,Unclassified,Diesel Tank 02,Lanka Auto Diesel,3300.0,"774,661.80","8,332,074.52",STATION_01,Diesel Tank 02,2025-12-31,DIESEL_AUTO,3300.0,774661.8,8332074.52
,Cash Sales,2025-12-31,CASH/INV/2425/03344,Unclassified,Diesel Tank 02,Lanka Auto Diesel,0.0,0,"8,332,074.52",STATION_01,Diesel Tank 02,2025-12-31,DIESEL_AUTO,0.0,0.0,8332074.52
Petrol Tank 01,Invoice,2025-10-01,CR/INV/2526/07310,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,183.11,"46,398.31","46,398.31",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,183.11,46398.31,46398.31
,Invoice,2025-10-01,CR/INV/2526/07311,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,49.164,"12,457.63","58,855.93",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,49.164,12457.63,58855.93
,Invoice,2025-10-01,CR/INV/2526/07312,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,426.491,"108,068.64","166,924.58",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,426.491,108068.64,166924.58
,Invoice,2025-10-01,CR/INV/2526/07313,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,107.358,"27,203.39","194,127.97",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,107.358,27203.39,194127.97
,Invoice,2025-10-01,CR/INV/2526/07314,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.847,"1,734.89","195,862.86",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,6.847,1734.89,195862.86
,Invoice,2025-10-01,CR/INV/2526/07315,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,30.0,"7,601.70","203,464.55",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,30.0,7601.7,203464.55
,Invoice,2025-10-01,CR/INV/2526/07316,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,520.34","204,984.89",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,6.0,1520.34,204984.89
,Invoice,2025-10-01,CR/INV/2526/07317,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.83,"2,237.43","207,222.32",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,8.83,2237.43,207222.32
,Invoice,2025-10-01,CR/INV/2526/07318,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.04,"2,290.64","209,512.97",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,9.04,2290.64,209512.97
,Invoice,2025-10-01,CR/INV/2526/07319,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,28.0,"7,094.92","216,607.88",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,28.0,7094.92,216607.88
,Invoice,2025-10-01,CR/INV/2526/07320,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,520.34","218,128.22",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,6.0,1520.34,218128.22
,Invoice,2025-10-01,CR/INV/2526/07321,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,520.34","219,648.56",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,6.0,1520.34,219648.56
,Invoice,2025-10-01,CR/INV/2526/07322,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,520.34","221,168.90",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,6.0,1520.34,221168.9
,Invoice,2025-10-01,CR/INV/2526/07323,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.0,"1,266.95","222,435.85",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,5.0,1266.95,222435.85
,Invoice,2025-10-01,CR/INV/2526/07330,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,484.434,"122,750.85","345,186.69",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,484.434,122750.85,345186.69
,Invoice,2025-10-01,CR/INV/2526/07331,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,25.59,"6,484.25","351,670.94",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,25.59,6484.25,351670.94
,Invoice,2025-10-01,CR/INV/2526/07332,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.0,"2,280.51","353,951.45",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,9.0,2280.51,353951.45
,Cash Sales,2025-10-01,CASH/INV/2425/02050,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,529.726,"134,227.25","488,178.69",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,529.726,134227.25,488178.69
,Cash Sales,2025-10-01,CASH/INV/2425/02051,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,506.434,"128,325.36","616,504.06",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,506.434,128325.36,616504.06
,Cash Sales,2025-10-01,CASH/INV/2425/02055,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,127.0,"32,180.53","648,684.59",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,127.0,32180.53,648684.59
,Cash Sales,2025-10-01,CASH/INV/2425/02057,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1650.976,"418,340.70","1,067,025.29",STATION_01,Petrol Tank 01,2025-10-01,PETROL_92,1650.976,418340.7,1067025.29
,Invoice,2025-10-02,CR/INV/2526/07355,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,783.227,"198,461.86","1,265,487.15",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,783.227,198461.86,1265487.15
,Invoice,2025-10-02,CR/INV/2526/07356,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,31.34,"7,941.24","1,273,428.39",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,31.34,7941.24,1273428.39
,Invoice,2025-10-02,CR/INV/2526/07357,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,35.76,"9,061.22","1,282,489.61",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,35.76,9061.22,1282489.61
,Invoice,2025-10-02,CR/INV/2526/07358,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.0,"1,013.56","1,283,503.17",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,4.0,1013.56,1283503.17
,Invoice,2025-10-02,CR/INV/2526/07359,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,28.1,"7,120.25","1,290,623.42",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,28.1,7120.25,1290623.42
,Invoice,2025-10-02,CR/INV/2526/07360,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"2,027.12","1,292,650.54",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,8.0,2027.12,1292650.54
,Invoice,2025-10-02,CR/INV/2526/07361,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,520.34","1,294,170.88",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,6.0,1520.34,1294170.88
,Invoice,2025-10-02,CR/INV/2526/07380,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,716.454,"181,542.37","1,475,713.25",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,716.454,181542.37,1475713.25
,Invoice,2025-10-02,CR/INV/2526/07381,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,32.441,"8,220.34","1,483,933.59",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,32.441,8220.34,1483933.59
,Invoice,2025-10-02,CR/INV/2526/07382,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.0,"2,533.90","1,486,467.49",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,10.0,2533.9,1486467.49
,Invoice,2025-10-02,CR/INV/2526/07383,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,35.0,"8,868.64","1,495,336.13",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,35.0,8868.64,1495336.13
,Invoice,2025-10-02,CR/INV/2526/07384,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,41.89,"10,614.50","1,505,950.63",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,41.89,10614.5,1505950.63
,Invoice,2025-10-02,CR/INV/2526/07385,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.445,"8,474.58","1,514,425.21",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,33.445,8474.58,1514425.21
,Cash Sales,2025-10-02,CASH/INV/2425/02066,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,47.573,"12,054.57","1,526,479.78",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,47.573,12054.57,1526479.78
,Cash Sales,2025-10-02,CASH/INV/2425/02067,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,118.0,"29,900.02","1,556,379.79",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,118.0,29900.02,1556379.79
,Cash Sales,2025-10-02,CASH/INV/2425/02076,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1897.769,"480,875.80","2,037,255.59",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,1897.769,480875.8,2037255.59
,Cash Sales,2025-10-02,CASH/INV/2425/02077,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,119.0,"30,153.41","2,067,409.00",STATION_01,Petrol Tank 01,2025-10-02,PETROL_92,119.0,30153.41,2067409.0
,Invoice,2025-10-03,CR/INV/2526/07410,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,653.515,"165,594.07","2,233,003.07",STATION_01,Petrol Tank 01,2025-10-03,PETROL_92,653.515,165594.07,2233003.07
,Invoice,2025-10-03,CR/INV/2526/07411,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,94.859,"24,036.44","2,257,039.51",STATION_01,Petrol Tank 01,2025-10-03,PETROL_92,94.859,24036.44,2257039.51
,Invoice,2025-10-03,CR/INV/2526/07412,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.61,"2,435.04","2,259,474.55",STATION_01,Petrol Tank 01,2025-10-03,PETROL_92,9.61,2435.04,2259474.55
,Invoice,2025-10-03,CR/INV/2526/07413,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1.0,253.39,"2,259,727.94",STATION_01,Petrol Tank 01,2025-10-03,PETROL_92,1.0,253.39,2259727.94
,Invoice,2025-10-03,CR/INV/2526/07414,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.6,"2,432.54","2,262,160.48",STATION_01,Petrol Tank 01,2025-10-03,PETROL_92,9.6,2432.54,2262160.48
,Invoice,2025-10-03,CR/INV/2526/07415,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.94,"8,600.05","2,270,760.53",STATION_01,Petrol Tank 01,2025-10-03,PETROL_92,33.94,8600.05,2270760.53
,Invoice,2025-10-03,CR/INV/2526/07416,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,36.72,"9,304.48","2,280,065.01",STATION_01,Petrol Tank 01,2025-10-03,PETROL_92,36.72,9304.48,2280065.01
,Invoice,2025-10-03,CR/INV/2526/07417,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"2,027.12","2,282,092.13",STATION_01,Petrol Tank 01,2025-10-03,PETROL_92,8.0,2027.12,2282092.13
